DailyMaximumTemperature_AllYear_url,DailyMaximumTemperature_CurrentYear_url,DailyMeanTemperature_AllYear_url,DailyMeanTemperature_CurrentYear_url,DailyMinimumTemperature_AllYear_url,DailyMinimumTemperature_CurrentYear_url,WeatherStationName_en,WeatherStationName_sc,WeatherStationName_uc,GeometryLongitude,GeometryLatitude
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KSC_MINT_2024.csv,Kau Sai Chau,滘西洲,滘西洲,114.3125,22.3702778
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KTG_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KTG_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KTG_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KTG_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KTG_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_KTG_MINT_2024.csv,Kwun Tong,观塘,觀塘,114.2247222,22.3186111
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_LFS_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_LFS_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_LFS_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_LFS_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_LFS_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_LFS_MINT_2024.csv,Lau Fau Shan,流浮山,流浮山,113.9836111,22.4688889
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_NGP_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_NGP_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_NGP_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_NGP_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_NGP_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_NGP_MINT_2024.csv,Ngong Ping ,昂坪,昂坪,113.912778,22.2586111
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PEN_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PEN_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PEN_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PEN_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PEN_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PEN_MINT_2024.csv,Peng Chau,坪洲,坪洲,114.0433333,22.2911111
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PLC_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PLC_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PLC_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PLC_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PLC_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_PLC_MINT_2024.csv,Tai Mei Tuk,大美督,大美督,114.2375,22.4752778
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SE1_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SE1_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SE1_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SE1_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SE1_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SE1_MINT_2024.csv,Kai Tak Runway Park,启德跑道公园,啟德跑道公園,114.2169444,22.3047222
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SEK_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SEK_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SEK_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SEK_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SEK_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SEK_MINT_2024.csv,Shek Kong,石岗 ,石崗,114.0847222,22.4361111
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SHA_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SHA_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SHA_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SHA_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SHA_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SHA_MINT_2024.csv,Sha Tin,沙田,沙田,114.21,22.4025
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKG_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKG_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKG_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKG_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKG_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKG_MINT_2024.csv,Sai Kung,西贡,西貢,114.2744444,22.3755556
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKW_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKW_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKW_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKW_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKW_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SKW_MINT_2024.csv,Shau Kei Wan,筲箕湾,筲箕灣,114.2361111,22.2816667
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSH_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSH_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSH_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSH_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSH_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSH_MINT_2024.csv,Sheung Shui,上水,上水,114.1111111,22.5019444
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSP_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSP_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSP_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSP_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSP_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_SSP_MINT_2024.csv,Sham Shui Po,深水埗,深水埗,114.1369444,22.3358333
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_STY_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_STY_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_STY_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_STY_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_STY_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_STY_MINT_2024.csv,Stanley,赤柱,赤柱,114.2186111,22.2141667
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TC_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TC_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TC_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TC_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TC_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TC_MINT_2024.csv,Tate's Cairn,大老山,大老山,114.2177778,22.3577778
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TKL_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TKL_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TKL_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TKL_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TKL_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TKL_MINT_2024.csv,Ta Kwu Ling,打鼓岭,打鼓嶺,114.1566667,22.5286111
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TMS_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TMS_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TMS_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TMS_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TMS_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TMS_MINT_2024.csv,Tai Mo Shan,大帽山,大帽山,114.1244444,22.4105556
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YCT_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YCT_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YCT_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YCT_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YCT_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YCT_MINT_2024.csv,Tai Po (Yuan Chau Tsai Park),大埔（元洲仔公园）,大埔（元洲仔公園）,114.1771,22.44822
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TU1_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TU1_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TU1_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TU1_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TU1_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TU1_MINT_2024.csv,Tuen Mun Children and Juvenile Home ,屯门儿童及青少年院,屯門兒童及青少年院,113.9641667,22.3858333
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TW_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TW_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TW_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TW_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TW_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TW_MINT_2024.csv,Tsuen Wan Shing Mun Valley,荃湾城门谷,荃灣城門谷,114.1266667,22.3755556
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TWN_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TWN_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TWN_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TWN_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TWN_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TWN_MINT_2024.csv,Tsuen Wan,荃湾,荃灣,114.1077778,22.3836111
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TY1_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TY1_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TY1_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TY1_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TY1_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TY1_MINT_2024.csv,New Tsing Yi Station,新青衣站,新青衣站,114.11,22.34416667
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TYW_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TYW_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TYW_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TYW_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TYW_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TYW_MINT_2024.csv,Pak Tam Chung (Tsak Yue Wu),北潭涌(鲫鱼湖) ,北潭涌(鯽魚湖) ,114.3230556,22.4027778
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_VP1_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_VP1_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_VP1_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_VP1_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_VP1_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_VP1_MINT_2024.csv,The Peak,山顶,山頂,114.155,22.2641667
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WGL_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WGL_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WGL_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WGL_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WGL_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WGL_MINT_2024.csv,Waglan Island,横澜岛,橫瀾島,114.3033333,22.1822222
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WLP_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WLP_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WLP_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WLP_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WLP_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WLP_MINT_2024.csv,Wetland Park,湿地公园,濕地公園,114.0088889,22.4666667
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WTS_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WTS_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WTS_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WTS_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WTS_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_WTS_MINT_2024.csv,Wong Tai Sin,黄大仙,黃大仙,114.2052778,22.3394444
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YLP_MAXT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YLP_MAXT_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YLP_TEMP_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YLP_TEMP_2024.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YLP_MINT_ALL.csv,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_YLP_MINT_2024.csv,Yuen Long Park,元朗公园,元朗公園,114.0183333,22.4408333
https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TPO_MAXT_ALL.csv,,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TPO_TEMP_ALL.csv,,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/daily_TPO_MINT_ALL.csv,,Tai Po (Conservation Studies Centre),大埔（自然环境保护研究中心）,大埔（自然環境保護研究中心）,114.1788889,22.4461111
